id,time_utc,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
381,8/25/2017 20:04,"Update: @USCG sets port condition to Zulu, closure of ports. Stay tuned for more info at https://t.co/AJyH7tl8P9. #HurricaneHarvey",/,HARVEY,2017,[],ZULU,,,,
183,10/9/2016 13:37,@USCG #Jacksonville #FernandinaBeach #Canaveral #Port condition status. #HurricaneMatthew https://t.co/EyKj7N4NRF,183_1.jpg,MATTHEW,2016,"Fernandina, Jacksonville, Canaveral",IV,10/9/2016 1:00,Port of Fernandina and Port of Jacksonville are open with restrictions; vessels must comply with Modified Port Condition IV requirements.,,"Port Canaveral is open with no storm restrictions, while Port of Fernandina and Port of Jacksonville are operating under Modified Condition IV with facility operations permitted under associated restrictions."
184,10/8/2016 19:53,#HurricaneMatthew @USCG reminds marine community that Port Condition remains ZULU for coastal South Carolina. Visit https://t.co/kWuiWA3PUl,/,MATTHEW,2016,"['SOUTH', 'CAROLINA']",ZULU,,,,
221,10/8/2016 15:20,Coast Guard sets Port Condition Yankee for VA https://t.co/lYgofUkiqc,/,YANKEE,2016,[],YANKEE,,,,
222,10/8/2016 13:31,"UPDATE: Coast Guard sets Port Condition Zulu for Wilmington, NC https://t.co/O4tcihy3aJ",/,WILMINGTON,2016,['WILMINGTON'],ZULU,,,,
223,10/7/2016 22:02,"Coast Guard sets Port Condition Zulu for Wilmington, NC https://t.co/O4tcihPE2h",/,WILMINGTON,2016,['WILMINGTON'],ZULU,,,,
224,10/7/2016 18:07,UPDATE: Coast Guard sets Port Condition Yankee in NC https://t.co/0JBAkBoM7L,/,YANK,2016,[],YANKEE,,,,
405,10/7/2016 16:38,#USCG sets Port Condition Yankee for #NorthCarolina waterways! Read more here: https://t.co/6fZseK8Pkn https://t.co/4COEyiYwp0,405_1.jpg,MATTHEW,2016,"Wilmington, Morehead",YANKEE,10/7/2016 4:00,Inbound vessel traffic is suspended; all vessels in port must finalize cargo operations and either depart or secure at a safe berth in preparation for gale-force winds within 24 hours.,,"Port and waterfront facilities must secure hazardous materials, ensure cranes and cargo equipment are stowed, and complete all storm preparations in anticipation of port closure."
225,10/7/2016 16:31,Coast Guard sets Port Condition Yankee in NC https://t.co/0JBAkBoM7L,/,NC,2016,[],YANKEE,,,,
226,10/7/2016 0:31,"TAMPA, Fla.– The Coast Guard set port condition Yankee Thursday for ports along Florida's west c… https://t.co/4OxtJy6m2P",/,YANK,2016,['TAMPA'],YANKEE,,,,
227,10/7/2016 0:25,"TAMPA, Fla.– The Coast Guard set port condition Yankee effective 8 p.m. Thursday for ports along… https://t.co/4OxtJy6m2P",/,YANKEE,2016,[],YANKEE,,,,
406,10/6/2016 14:42,#USCG sets Port Condition X-Ray for #NorthCarolina waterways! https://t.co/Ws7B47mEtU https://t.co/7mBFDMSFLu,406_1.jpg,MATTHEW,2016,"Wilmington, MoreheadCity",X-RAY,10/6/2016 2:00,"All vessels must review and activate their heavy-weather plans, ensure adequate moorings, and keep the Coast Guard informed of their intentions.",,"Waterfront facilities should initiate heavy-weather procedures, secure or remove hazardous cargoes, and verify that adequate moorings and safe access for vessels are available."
228,10/6/2016 14:36,Coast Guard sets Port Condition X-Ray in NC https://t.co/1EymFZnDOS,/,NC,2016,[],X-RAY,,,,
185,10/6/2016 2:04,#HurricaneMatthew @USCG sets port condition Zulu for South Florida Ports. Read more at https://t.co/YRHKw1dkGo,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",ZULU,,,,
186,10/6/2016 0:36,#HurricaneMatthew @USCG sets port condition Zulu north of the Seven Mile Bridge in Key West. Read more at https://t.co/KtQ7sgnLaA,/,MATTHEW,2016,"['KEY', 'WEST']",ZULU,,,,
229,10/6/2016 0:25,MIAMI – The Coast Guard has set Port Condition Zulu north of the Seven Mile Bridge in Key West o… https://t.co/MyFMl4ctLQ,/,ZULU,2016,"['KEY', 'WEST']",ZULU,,,,
230,10/5/2016 16:57,Coast Guard sets Port Condition Whiskey in NC https://t.co/PvwuhbtiC8,/,WHISKEY,2016,[],WHISKEY,,,,
187,10/5/2016 16:33,#HurricaneMatthew Effective 10 am Coast Guard set port condition Yankee north of the Seven Mile Bridge in Key West. https://t.co/DlLykuRv3w,/,MATTHEW,2016,"['KEY', 'WEST']",YANKEE,,,,
231,10/5/2016 15:10,MIAMI – The Coast Guard captain of the port (COTP) set port condition Yankee effective 9 p.m. Tu… https://t.co/ksGNELTWHU,/,MIAMI,2016,[],YANKEE,,,,
188,10/4/2016 15:27,#Hurricane #Matthew Coast Guard sets port condition X-ray for the Port of Key West. Read more at https://t.co/HNtqX5ngaY,/,MATTHEW,2016,['KEY'],X-RAY,,,,
189,10/4/2016 15:26,#Hurricane #Matthew Coast Guard sets port condition X-ray for South Florida ports. Read more at https://t.co/inxjM8j7Kh,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",X-RAY,,,,
232,10/4/2016 15:23,"MIAMI – Effective 8 a.m. Tuesday, the Coast Guard captain of the port (COTP) set port condition … https://t.co/FtncBDpkNw",/,MIAMI,2016,[],0,,,,
233,10/4/2016 15:21,"MIAMI – Effective 8 a.m. Tuesday, the Coast Guard captain of the port (COTP) set port condition … https://t.co/PzYxsZAUzN",/,MIAMI,2016,[],0,,,,
190,10/3/2016 15:02,#Hurricane #Matthew Coast Guard sets port condition whiskey for South Florida ports. Read more at https://t.co/LKBBQlmYDK,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",WHISKEY,,,,
234,10/3/2016 14:58,"MIAMI – Effective 8 a.m. Monday, the Coast Guard Captain of the Port (COTP) set port condition whisk… https://t.co/Ouv6HVcxNk",/,WHISK,2016,[],WHISKEY,,,,
407,9/5/2016 21:02,#USCG in #Philadelphia set Port Condition Seasonal Alert throughout the Sector Delaware Bay Captain of the Port zone https://t.co/qk6ZuDObRG,/,SEASONAL,2016,['PHILADELPHIA'],WHISKEY,,,,
235,9/5/2016 20:52,"Coast Guard sets Port Condition Seasonal Alert in Philadelphia, South Jersey, Delaware https://t.co/YLCyDW35bY",/,SEASONAL,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",WHISKEY,,,,
408,9/4/2016 17:00,"#USCG sets port condition X-RAY through #Philly, #SouthJersey and #Delaware https://t.co/Kp2vNEESI5",/,X-RAY,2016,"['Philly', 'SouthJersey', 'Delaware']",X-RAY,,,,
236,9/4/2016 16:36,"Coast Guard sets modified port condition X-Ray for Philadelphia, South Jersey, Delaware for Hermine's approach https://t.co/3Hsue73Xzv",/,HERMINE,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",X-RAY,,,,
409,9/4/2016 14:23,#USCG sets Port Condition Seasonal Alert in Port of #Virginia. https://t.co/pFbR4PRpSH https://t.co/0ac3hJ68qn,409_1.png,,2016,"Norfolk, Portsmouth, NewportNews, HamptonRoads",SEASONAL ALERT,9/4/2016 2:00,,,
237,9/4/2016 14:06,Coast Guard sets Port Condition Seasonal Alert in Port of Va. https://t.co/ZAQ9xD1hzA,/,SEASONAL,2016,['VA'],WHISKEY,,,,
410,9/4/2016 1:42,#USCG sets Port Condition Seasonal Alert in #NorthCarolina  https://t.co/3HiwXwxtsV https://t.co/UDF3lqC1wF,410_1.png,,2016,"Wilmington, MoreheadCity",SEASONAL ALERT,9/3/2016 13:00,,,
238,9/4/2016 1:31,Coast Guard sets Port Condition Seasonal Alert in NC https://t.co/tnDYMi5wMV,/,SEASONAL,2016,[],WHISKEY,,,,
411,9/2/2016 22:30,#USCG sets Port Condition #Yankee in Port of #Virginia. https://t.co/rMcspiPS1f https://t.co/QgUSduXaCr,411_1.jpg,HERMINE,2016,"Norfolk, NewportNews, Portsmouth, Chesapeake",YANKEE,9/2/2016 10:00,"All vessels must complete cargo operations, secure gear, and prepare to clear the channel or moor safely; no inbound traffic without specific Coast Guard approval.",,"Port and terminal operators must secure cranes, hazardous materials, and loose equipment, discontinue cargo transfers involving bulk petroleum or hazardous cargoes, and prepare facilities for possible shutdown."
239,9/2/2016 22:22,Coast Guard sets Port Condition Yankee in Port of Virginia https://t.co/0oIRhADpBW,/,VIRGINIA,2016,['VIRGINIA'],YANKEE,,,,
412,9/2/2016 19:51,#USCG sets Port Condition #Zulu in #NC. https://t.co/guAmwcOQ8Z https://t.co/ZSwPRFJe0I,412_1.jpg,HERMINE,2016,"Wilmington, Morehead",ZULU,9/2/2016 7:00,Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.,,All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
240,9/2/2016 19:46,Coast Guard sets Port Condition Zulu in NC https://t.co/wedVun6SWg,/,NC,2016,[],ZULU,,,,
241,9/2/2016 16:20,"Coast Guard sets Modified Port Condition Whiskey in Port of Philadelphia, Southern New Jersey, Delaware https://t.co/45CsrJqhFz",/,WHISKEY,2016,"['PHILADELPHIA', 'NEWJERSEY', 'DELAWARE']",WHISKEY,,,,
242,9/2/2016 2:32,"TAMPA, Fla. – The Coast Guard has set Port Condition ZULU for ports Tarpon Springs and north as gale-for… https://t.co/RpObQMaKTj",/,ZULU,2016,"['TARPON', 'SPRINGS']",ZULU,,,,
413,9/2/2016 1:27,#USCG sets Port Condition #Whiskey in Port of #Virginia. https://t.co/7Mg940gx6a https://t.co/WxPvAA6HUL,413_1.jpg,HERMINE,2016,"Norfolk, Portsmouth, NewportNews",WHISKEY,9/1/2016 13:00,"All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction.",,"Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
243,9/2/2016 1:21,Coast Guard sets Port Condition Whiskey in Port of Virginia https://t.co/YoiRGNiyAs,/,WHISKEY,2016,['VIRGINIA'],WHISKEY,,,,
191,9/2/2016 1:13,@USCG sets port condition #Yankee in #Charleston #Savannah #Brunswick for #hurricanehermine. More info at https://t.co/xr23R6omWY,/,HERMINE,2016,"['CHARLESTON', 'SAVANNAH', 'BRUNSWICK']",YANKEE,,,,
414,8/31/2016 23:12,#USCG sets Port Condition X-Ray in NC waters. https://t.co/9ARH2hcNlL https://t.co/zOXHR3gt8p,414_1.jpg,HERMINE,2016,"Wilmington, MoreheadCity",X-RAY,8/31/2016 11:00,,,
244,8/31/2016 23:03,Coast Guard sets Port Condition X-Ray in NC waters https://t.co/kDQ70IjId6,/,NC,2016,[],X-RAY,,,,
245,8/29/2016 19:42,"TAMPA, Fla. – The Coast Guard set port condition whiskey for the ports of Tampa, St. Petersburg and … https://t.co/ENnwpYc6lZ",/,WHISKEY,2016,"['TAMPA', 'ST.', 'PETERSBURG']",WHISKEY,,,,
192,8/26/2016 16:18,"@USCG Key West COTP sets port condition x-ray. Sustained winds of 25 mpg, gusts to 40 mph expected. For more read https://t.co/5Pg8NStJpO",/,KEY WEST,2016,['KEY'],X-RAY,,,,
246,8/25/2016 20:35,"MIAMI – The Coast Guard set port condition whiskey for Port Miami, Miami River, Port Everglades, Por… https://t.co/fzFdo5FOUZ",/,WHISKEY,2016,"['MIAMI', 'RIVER', 'EVERGLADES']",WHISKEY,,,,
374,7/22/2016 4:19,Port Condition X-RAY for Hawai'i &amp; Maui &amp; WHISKEY for Oahu set by #USCG COTP. More: https://t.co/r7n3fbsC5C #Darby https://t.co/GxEaOS5Eyc,374_1.jpg,DARBY,2016,"Hilo, Kawaihae, Kahului, Lahaina, Honolulu, Kalaeloa","X-RAY, WHISKEY",7/21/2016 16:00,"All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.",,"Port and facility operators should begin heavy-weather preparations, secure or stow hazardous cargo, inspect and ready emergency equipment, and prepare for the possible suspension of cargo and bunkering operations as conditions escalate."
247,6/6/2016 23:48,Coast Guard sets modified Port Condition Whiskey for Captain of the Port Zone Sector NC https://t.co/wUi5r0TXOR,/,WHISKEY,2016,[],WHISKEY,,,,
415,10/1/2015 20:05,#USCG Sector #HRVA set Port Condition Whiskey for #HurricaneJoaquin. Details here: https://t.co/wAJNaQKFfc https://t.co/4J6QGg6aD8,415_1.png,JOAQUIN,2015,"Norfolk, Portsmouth, NewportNews, Hampton, Chesapeake",WHISKEY,10/1/2015 8:00,"Port remains open to all traffic; mariners are advised to exercise caution, monitor weather updates, and begin heavy-weather preparations.",,"Port and facility operators should implement heavy-weather procedures, secure cargo-handling gear and waterfront equipment, and initiate storm preparedness measures."
248,10/1/2015 19:14,Coast Guard Sector North Carolina sets Port Condition Whiskey in preparation for Hurricane Joaquin https://t.co/2pEihR0GmB,/,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,,,,
249,10/1/2015 19:13,Coast Guard Sector Hampton Roads sets Port Condition Whiskey in preparation for Hurricane Joaquin https://t.co/tHFXqZq9UA,/,JOAQUIN,2015,"['HAMPTON', 'ROADS']",WHISKEY,,,,
416,10/1/2015 14:39,#USCG Sector #NorthCarolina set port condition Whiskey for #HurricaneJoaquin. Details here: http://t.co/UWjLUUV4Z7 http://t.co/KxGOo4K3Uj,416_1.png,JOAQUIN,2015,"Wilmington, MoreheadCity, Beaufort",WHISKEY,10/1/2015 2:00,"All vessels must review and implement their heavy-weather mooring or sortie plans, ensure extra mooring lines and chafing gear are ready, and maintain close communication with the Coast Guard.",,"Ports and waterfront facilities remain open but must begin securing cargo-handling equipment, remove potential debris and hazardous materials, verify emergency power systems, and review heavy-weather response plans."
250,10/1/2015 14:17,Coast Guard Sector North Carolina sets Port Condition Whiskey in preparation for Hurricane Joaquin http://t.co/2pEihR0GmB,/,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,,,,
251,8/30/2015 15:27,"Coast Guard lifts port condition WHISKEY in Canaveral, Fernandina and Jacksonville ports http://t.co/EAJih4Ue6B",/,WHISKEY,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,,,,
193,8/29/2015 0:17,"@USCGSoutheast: Capt. of the port sets Port Condition Whiskey for Canaveral, Jacksonville and Fernandina ports. Visit http://t.co/kBZlWSnXpv",/,WHISKEY,2015,"['Canaveral', 'Jacksonville', 'Fernandina']",WHISKEY,,,,
252,8/29/2015 0:04,"Coast Guard sets port condition WHISKEY in Canaveral, Fernandina and Jacksonville ports http://t.co/VrmNs4CBeR",/,WHISKEY,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,,,,
194,8/28/2015 23:37,"@USCGSoutheast Capt. of the Port sets Port Condition X-Ray for KW, Fla., ports in preparation of #Erika. http://t.co/R97lx6Bk7h",/,ERIKA,2015,['KW'],X-RAY,,,,
253,8/28/2015 20:09,"MIAMI — Effective 1:30 p.m. (day), Capt. Austin Gould, Coast Guard Captain of the Port, set Port Condition X-RAY… http://t.co/7pRpeXJfjR",/,MIAMI,2015,[],X-RAY,,,,
195,8/28/2015 0:41,@USCGSoutheast Captain of the Port sets port condition WHISKEY due to #TropicalStormErika http://t.co/R3Q7LbqIui,195_1.png; 195_2.png; 195_3.png,ERIKA,2015,"Miami, MiamiRiver, Everglades, PalmBeach, FortPierce",WHISKEY,8/28/2015 0:00,"All vessels must remove or secure hazardous materials and loose gear, take all practicable measures to maximize stability, maintain a navigation watch and monitor VHF-16, arrange sufficient tug assistance for arrivals and departures, and ensure small craft are hauled out or moored in sheltered locations. Unmanned or “dead” vessels may not remain in the port without notification to the COTP.",,"Waterfront facilities must clear docks of potential missile hazards, flying debris, hazardous materials and oil-pollution threats; implement container-stacking limits (maximum two high for hazmat containers, four high for others) or alternate securing arrangements approved by the COTP; secure docks, wharves and piers; notify the COTP of any dangerous cargo that must remain outside; conduct safety surveys and correct hazards within 48 hours; prepare for possible bridge closures, traffic restrictions, and implementation of hurricane pollution contingency and security plans."
254,8/27/2015 16:41,Coast Guard sets Port Condition ZULU for the southern ports in Puerto Rico http://t.co/vCA1aOMTQV,/,ZULU,2015,['PUERTO'],ZULU,,,,
255,8/27/2015 14:38,"Coast Guard closes eastern, nothern ports of Puerto Rico under Port Condition Zulu http://t.co/615zVwoWrT",/,ZULU,2015,['PUERTO'],ZULU,,,,
256,8/27/2015 11:21,"Coast Guard sets Port Condition ZULU for the ports in the U.S. Virgin Islands, eastern, northern ports of Puerto Rico http://t.co/9XSt0s6RS0",/,ZULU,2015,"['VIRGIN', 'PUERTO']",ZULU,,,,
257,8/26/2015 20:29,Coast Guard sets Port Condition YANKEE for the ports in the U.S. Virgin Islands and Puerto Rico http://t.co/CU5NliKR8o,/,YANKEE,2015,"['VIRGIN', 'PUERTO']",YANKEE,,,,
258,8/25/2015 18:03,Captain of the Port maintains Port Condition X-RAY in the U.S. Virgin Islands and Puerto Rico http://t.co/1G0s9iusmu,/,X-RAY,2015,"['VIRGIN', 'PUERTO']",X-RAY,,,,
259,8/22/2015 23:10,Captain of the Port sets Port Condition X-RAY in the U.S. Virgin Islands and Puerto Rico http://t.co/fdWrZ6Txhr,/,X-RAY,2015,"['VIRGIN', 'PUERTO']",X-RAY,,,,
260,8/21/2015 19:02,"Captain of the Port sets Port Condition WHISKEY for the ports in the U.S. Virgin Islands, Puerto Rico http://t.co/OBvhRZHeVL",/,WHISKEY,2015,"['VIRGIN', 'PUERTO']",WHISKEY,,,,
