time_utc,id,text,photos,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
9/27/2017 21:22,162,@USCG #port condition update for #PuertoRico and the #USVI at https://t.co/x0dR70J86d  #Hurricane #Maria #USVI https://t.co/VgU6KDfv0Y,162_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Guayanilla, Fajardo, Yabucoa, Guanica, CharlotteAmalie, CruzBay, Frederiksted, Christiansted",ZULU,9/27/2017 9:00,All vessel movements within affected ports are prohibited unless specifically authorized by the Captain of the Port.,All vessel movements within affected ports are prohibited unless specifically authorized by the Captain of the Port.,Cargo and bunkering operations are suspended; port facilities are directed to secure equipment and implement heavy-weather safety plans until further notice.
9/19/2017 11:44,163,.@USCG Captain of the Port for Puerto Rico &amp; USVI set Port Condition Zulu for Hurricane #Maria: more info here: https://t.co/0oIEsXQLht https://t.co/G6EfsHEyZI,163_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, CharlotteAmalie, CruzBay, Christiansted, Frederiksted",ZULU,9/18/2017 23:00,All vessel movements within the COTP zone are prohibited; vessels alongside must be secured and may not conduct cargo or bunkering operations without specific Coast Guard approval.,All vessel movements within the COTP zone are prohibited; vessels alongside must be secured and may not conduct cargo or bunkering operations without specific Coast Guard approval.,"All ports and waterfront facilities are closed to commercial operations; cargo handling, bunkering, and passenger embarkation are suspended and facilities must implement heavy-weather securing plans."
9/18/2017 22:02,164,.@USCG Captain of the Port of Puerto Rico &amp; USVI sets port condition Yankee for Hurricane #Maria; more info here: https://t.co/b8bPqvYwTk https://t.co/QpfzOjgvyl,164_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Fajardo, Guayanilla, Aguadilla, CharlotteAmalie, Christiansted, Frederiksted, CruzBay",YANKEE,9/18/2017 10:00,"All vessels must cease cargo operations, secure moorings, and complete storm preparations in anticipation of gale-force winds within 24 hours.","All vessels must cease cargo operations, secure moorings, and complete storm preparations in anticipation of gale-force winds within 24 hours.","Ports and waterfront facilities must suspend all cargo and fuel transfer operations, secure hazardous materials and equipment, and lock down cranes and piers for heavy-weather conditions."
9/18/2017 0:39,165,"As Hurricane #Maria strengthens &amp; approaches Caribbean, #USCG Captain of the Port sets port condition XRay: https://t.co/l9uZJxEsQ3 https://t.co/Rk3ZPAprSc",165_1.jpg,MARIA,2017,"SanJuan, Ponce, Mayaguez, Arecibo, Fajardo, Culebra, Vieques, StThomas, StCroix",XRAY,9/17/2017 12:00,"All vessels must initiate heavy-weather preparations, secure moorings, double up lines, and be ready to depart the port or take further action within 24-hours notice.","All vessels must initiate heavy-weather preparations, secure moorings, double up lines, and be ready to depart the port or take further action within 24-hours notice.","Port and waterfront facilities must begin securing cargo-handling equipment, remove or secure hazardous materials and debris, ensure availability of adequate mooring arrangements, and review hurricane preparedness plans with the Captain of the Port."
9/10/2017 17:51,167,#USCG sets Port Condition Yankee in Charleston for Hurricane #Irma.  Read more here: https://t.co/hei0xcfOx7,/,IRMA,2017,['Charleston'],YANKEE,9/10/2017 17:51,,,
9/10/2017 14:24,168,"#USCG sets Port Condition Zulu, closes the Port of Savannah and Brunswick for Hurricane #Irma. Read more: https://t.co/ob4biOYCln",/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",ZULU,9/10/2017 14:24,,,
9/10/2017 0:11,169,"#HappeningNow #USCG sets Port Condition Zulu, closes the Port of Jacksonville and Fernandina for Hurricane #Irma &gt;&gt; https://t.co/Vi14bVnTDY",/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",ZULU,9/10/2017 0:11,,,
9/9/2017 16:34,170,#HappeningNow #USCG sets Port Condition Zulu and closes Port Canaveral for Hurricane #Irma. Read more: https://t.co/zwaUbNIw2Q,/,IRMA,2017,['Canaveral'],ZULU,9/9/2017 16:34,,,
9/9/2017 16:12,171,#HappeningNow #USCG sets Port Condition Yankee in Savannah and Brunswick for Hurricane #Irma. Read more: https://t.co/WTGKXinnzS,/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",YANKEE,9/9/2017 16:12,,,
9/9/2017 13:56,172,#USCG sets Port Condition Yankee for the Port of Jacksonville and Fernandina for Hurricane #Irma. Read more here: https://t.co/82IJPmeLkE,/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",YANKEE,9/9/2017 13:56,,,
9/9/2017 0:46,173,"#HappeningNow #USCG set Port Condition YANKEE in Tampa, St. Petersburg &amp; Manatee for Hurricane #Irma. More &gt;&gt; https://t.co/3RcN5HAzeE",/,IRMA,2017,"['TAMPA', 'ST.', 'PETERSBURG', 'MANATEE']",YANKEE,9/9/2017 0:46,,,
9/8/2017 23:59,174,#HappeningNow #USCG sets Port Condition X-ray in Charleston in preparation for Hurricane #Irma. Read more here: https://t.co/nBjtxZ1Zu2,/,IRMA,2017,['CHARLESTON'],X-RAY,9/8/2017 23:59,,,
9/8/2017 16:08,175,#HappeningNow #USCG sets Port Condition X-ray in Savannah and Brunswick. Read more: https://t.co/alTbDcCwgN,/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",X-RAY,9/8/2017 16:08,,,
9/8/2017 14:34,176,#USCG sets Port Condition Yankee for Port Canaveral.  Read more: https://t.co/u08AOhDXYE,/,IRMA,2017,['CANAVERAL'],YANKEE,9/8/2017 14:34,,,
9/7/2017 23:48,177,#HappeningNow #USCG sets Port Condition X-ray for the Port Jacksonville and Fernandina. Read more here: https://t.co/uKNIEQI8Cy,/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",X-RAY,9/7/2017 23:48,,,
9/7/2017 20:53,404,Port Condition Whiskey has been set in #NC ports. https://t.co/TKlNxNWuJJ https://t.co/dFEPMPb3NE,404_1.jpg,IRMA,2017,"Wilmington, MoreheadCity",WHISKEY,9/7/2017 8:00,"All vessels are advised to remain vigilant, review and implement heavy-weather plans, and begin preparations to depart or seek safe harbor as conditions change.","All vessels are advised to remain vigilant, review and implement heavy-weather plans, and begin preparations to depart or seek safe harbor as conditions change.","Ports and waterfront facilities remain open but should initiate heavy-weather preparations, secure hazardous materials and potential pollutants, and be ready for additional restrictions as the storm approaches."
9/7/2017 16:06,178,#HappeningNow #USCG sets Port Condition Whiskey in Charleston in preparation for Hurricane #Irma. Read more here: https://t.co/8oHE0XlDXN,/,IRMA,2017,['CHARLESTON'],WHISKEY,9/7/2017 16:06,,,
9/7/2017 14:20,179,#HappeningNow #USCG sets Port Condition X-ray for Port Canaveral. Read more here: https://t.co/Ur8O6FxP1x,/,IRMA,2017,['CANAVERAL'],X-RAY,9/7/2017 14:20,,,
9/7/2017 14:17,180,#HappeningNow #USCG sets Port Condition Whiskey for the ports of Savannah and Brunswick. Read more here: https://t.co/EFWJrWuIoo,/,IRMA,2017,"['SAVANNAH', 'BRUNSWICK']",WHISKEY,9/7/2017 14:17,,,
9/7/2017 0:23,181,#HappeningNow #USCG sets Port Condition Whiskey for the Port Jacksonville and Fernandina. Read more here: https://t.co/RM1Q9Pvpcu,/,IRMA,2017,"['JACKSONVILLE', 'FERNANDINA']",WHISKEY,9/7/2017 0:23,,,
9/6/2017 16:53,182,#HappeningNow #USCG sets Port Condition Whiskey for Port Canaveral. Read more at: https://t.co/T8QoxzoKaR,/,IRMA,2017,['CANAVERAL'],WHISKEY,9/6/2017 16:53,,,
9/1/2017 19:50,380,The CG Captain of the Port Zone Houston-Galveston has issued a port condition update. More: https://t.co/HFhFiLvMIb #uscg #harvey,/,HARVEY,2017,"['HOUSTON', 'GALVESTON']",X-RAY,9/1/2017 19:50,,,
8/25/2017 20:04,381,"Update: @USCG sets port condition to Zulu, closure of ports. Stay tuned for more info at https://t.co/AJyH7tl8P9. #HurricaneHarvey",/,HARVEY,2017,"['HOUSTON', 'GALVESTON']",ZULU,8/25/2017 20:04,,,
10/8/2016 19:53,184,#HurricaneMatthew @USCG reminds marine community that Port Condition remains ZULU for coastal South Carolina. Visit https://t.co/kWuiWA3PUl,/,MATTHEW,2016,"['SOUTH', 'CAROLINA']",ZULU,10/8/2016 19:53,,,
10/8/2016 15:20,221,Coast Guard sets Port Condition Yankee for VA https://t.co/lYgofUkiqc,/,MATTHEW,2016,[],YANKEE,10/8/2016 15:20,,,
10/8/2016 13:31,222,"UPDATE: Coast Guard sets Port Condition Zulu for Wilmington, NC https://t.co/O4tcihy3aJ",/,MATTHEW,2016,['WILMINGTON'],ZULU,10/8/2016 13:31,,,
10/7/2016 22:02,223,"Coast Guard sets Port Condition Zulu for Wilmington, NC https://t.co/O4tcihPE2h",/,MATTHEW,2016,['WILMINGTON'],ZULU,10/7/2016 22:02,,,
10/7/2016 18:07,224,UPDATE: Coast Guard sets Port Condition Yankee in NC https://t.co/0JBAkBoM7L,/,MATTHEW,2016,[],YANKEE,10/7/2016 18:07,,,
10/7/2016 16:38,405,#USCG sets Port Condition Yankee for #NorthCarolina waterways! Read more here: https://t.co/6fZseK8Pkn https://t.co/4COEyiYwp0,405_1.jpg,MATTHEW,2016,"Wilmington, Morehead",YANKEE,10/7/2016 4:00,Inbound vessel traffic is suspended; all vessels in port must finalize cargo operations and either depart or secure at a safe berth in preparation for gale-force winds within 24 hours.,Inbound vessel traffic is suspended; all vessels in port must finalize cargo operations and either depart or secure at a safe berth in preparation for gale-force winds within 24 hours.,"Port and waterfront facilities must secure hazardous materials, ensure cranes and cargo equipment are stowed, and complete all storm preparations in anticipation of port closure."
10/7/2016 16:31,225,Coast Guard sets Port Condition Yankee in NC https://t.co/0JBAkBoM7L,/,MATTHEW,2016,[],YANKEE,10/7/2016 16:31,,,
10/7/2016 0:31,226,"TAMPA, Fla.– The Coast Guard set port condition Yankee Thursday for ports along Florida's west c… https://t.co/4OxtJy6m2P",/,MATTHEW,2016,['TAMPA'],YANKEE,10/7/2016 0:31,,,
10/7/2016 0:25,227,"TAMPA, Fla.– The Coast Guard set port condition Yankee effective 8 p.m. Thursday for ports along… https://t.co/4OxtJy6m2P",/,MATTHEW,2016,[],YANKEE,10/7/2016 0:25,,,
10/6/2016 14:42,406,#USCG sets Port Condition X-Ray for #NorthCarolina waterways! https://t.co/Ws7B47mEtU https://t.co/7mBFDMSFLu,406_1.jpg,MATTHEW,2016,"Wilmington, MoreheadCity",X-RAY,10/6/2016 2:00,"All vessels must review and activate their heavy-weather plans, ensure adequate moorings, and keep the Coast Guard informed of their intentions.","All vessels must review and activate their heavy-weather plans, ensure adequate moorings, and keep the Coast Guard informed of their intentions.","Waterfront facilities should initiate heavy-weather procedures, secure or remove hazardous cargoes, and verify that adequate moorings and safe access for vessels are available."
10/6/2016 14:36,228,Coast Guard sets Port Condition X-Ray in NC https://t.co/1EymFZnDOS,/,MATTHEW,2016,[],X-RAY,10/6/2016 14:36,,,
10/6/2016 2:04,185,#HurricaneMatthew @USCG sets port condition Zulu for South Florida Ports. Read more at https://t.co/YRHKw1dkGo,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",ZULU,10/6/2016 2:04,,,
10/6/2016 0:36,186,#HurricaneMatthew @USCG sets port condition Zulu north of the Seven Mile Bridge in Key West. Read more at https://t.co/KtQ7sgnLaA,/,MATTHEW,2016,"['KEY', 'WEST']",ZULU,10/6/2016 0:36,,,
10/6/2016 0:25,229,MIAMI – The Coast Guard has set Port Condition Zulu north of the Seven Mile Bridge in Key West o… https://t.co/MyFMl4ctLQ,/,MATTHEW,2016,"['KEY', 'WEST']",ZULU,10/6/2016 0:25,,,
10/5/2016 16:57,230,Coast Guard sets Port Condition Whiskey in NC https://t.co/PvwuhbtiC8,/,MATTHEW,2016,[],WHISKEY,10/5/2016 16:57,,,
10/5/2016 16:33,187,#HurricaneMatthew Effective 10 am Coast Guard set port condition Yankee north of the Seven Mile Bridge in Key West. https://t.co/DlLykuRv3w,/,MATTHEW,2016,"['KEY', 'WEST']",YANKEE,10/5/2016 16:33,,,
10/5/2016 15:10,231,MIAMI – The Coast Guard captain of the port (COTP) set port condition Yankee effective 9 p.m. Tu… https://t.co/ksGNELTWHU,/,MATTHEW,2016,[],YANKEE,10/5/2016 15:10,,,
10/4/2016 15:27,188,#Hurricane #Matthew Coast Guard sets port condition X-ray for the Port of Key West. Read more at https://t.co/HNtqX5ngaY,/,MATTHEW,2016,['KEY'],X-RAY,10/4/2016 15:27,,,
10/4/2016 15:26,189,#Hurricane #Matthew Coast Guard sets port condition X-ray for South Florida ports. Read more at https://t.co/inxjM8j7Kh,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",X-RAY,10/4/2016 15:26,,,
10/3/2016 15:02,190,#Hurricane #Matthew Coast Guard sets port condition whiskey for South Florida ports. Read more at https://t.co/LKBBQlmYDK,/,MATTHEW,2016,"['SOUTH', 'FLORIDA']",WHISKEY,10/3/2016 15:02,,,
10/3/2016 14:58,234,"MIAMI – Effective 8 a.m. Monday, the Coast Guard Captain of the Port (COTP) set port condition whisk… https://t.co/Ouv6HVcxNk",/,MATTHEW,2016,[],WHISKEY,10/3/2016 14:58,,,
9/5/2016 21:02,407,#USCG in #Philadelphia set Port Condition Seasonal Alert throughout the Sector Delaware Bay Captain of the Port zone https://t.co/qk6ZuDObRG,/,HERMINE,2016,['PHILADELPHIA'],WHISKEY,9/5/2016 21:02,,,
9/5/2016 20:52,235,"Coast Guard sets Port Condition Seasonal Alert in Philadelphia, South Jersey, Delaware https://t.co/YLCyDW35bY",/,HERMINE,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",WHISKEY,9/5/2016 20:52,,,
9/4/2016 17:00,408,"#USCG sets port condition X-RAY through #Philly, #SouthJersey and #Delaware https://t.co/Kp2vNEESI5",/,HERMINE,2016,"['Philly', 'SouthJersey', 'Delaware']",X-RAY,9/4/2016 17:00,,,
9/4/2016 16:36,236,"Coast Guard sets modified port condition X-Ray for Philadelphia, South Jersey, Delaware for Hermine's approach https://t.co/3Hsue73Xzv",/,HERMINE,2016,"['PHILADELPHIA', 'SOUTH', 'JERSEY', 'DELAWARE']",X-RAY,9/4/2016 16:36,,,
9/4/2016 14:06,237,Coast Guard sets Port Condition Seasonal Alert in Port of Va. https://t.co/ZAQ9xD1hzA,/,HERMINE,2016,['VA'],WHISKEY,9/4/2016 14:06,,,
9/4/2016 1:31,238,Coast Guard sets Port Condition Seasonal Alert in NC https://t.co/tnDYMi5wMV,/,HERMINE,2016,[],WHISKEY,9/4/2016 1:31,,,
9/2/2016 22:30,411,#USCG sets Port Condition #Yankee in Port of #Virginia. https://t.co/rMcspiPS1f https://t.co/QgUSduXaCr,411_1.jpg,HERMINE,2016,"Norfolk, NewportNews, Portsmouth, Chesapeake",YANKEE,9/2/2016 10:00,"All vessels must complete cargo operations, secure gear, and prepare to clear the channel or moor safely; no inbound traffic without specific Coast Guard approval.","All vessels must complete cargo operations, secure gear, and prepare to clear the channel or moor safely; no inbound traffic without specific Coast Guard approval.","Port and terminal operators must secure cranes, hazardous materials, and loose equipment, discontinue cargo transfers involving bulk petroleum or hazardous cargoes, and prepare facilities for possible shutdown."
9/2/2016 22:22,239,Coast Guard sets Port Condition Yankee in Port of Virginia https://t.co/0oIRhADpBW,/,HERMINE,2016,['VIRGINIA'],YANKEE,9/2/2016 22:22,,,
9/2/2016 19:51,412,#USCG sets Port Condition #Zulu in #NC. https://t.co/guAmwcOQ8Z https://t.co/ZSwPRFJe0I,412_1.jpg,HERMINE,2016,"Wilmington, Morehead",ZULU,9/2/2016 7:00,Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.,Port closed; no vessel movements permitted and all vessels already in port must be securely moored and remain in port until the condition is lifted.,All cargo handling and port operations are suspended; facilities must be secured and all loose equipment and hazardous materials properly stowed.
9/2/2016 19:46,240,Coast Guard sets Port Condition Zulu in NC https://t.co/wedVun6SWg,/,HERMINE,2016,[],ZULU,9/2/2016 19:46,,,
9/2/2016 16:20,241,"Coast Guard sets Modified Port Condition Whiskey in Port of Philadelphia, Southern New Jersey, Delaware https://t.co/45CsrJqhFz",/,HERMINE,2016,"['PHILADELPHIA', 'NEWJERSEY', 'DELAWARE']",WHISKEY,9/2/2016 16:20,,,
9/2/2016 2:32,242,"TAMPA, Fla. – The Coast Guard has set Port Condition ZULU for ports Tarpon Springs and north as gale-for… https://t.co/RpObQMaKTj",/,HERMINE,2016,"['TARPON', 'SPRINGS']",ZULU,9/2/2016 2:32,,,
9/2/2016 1:27,413,#USCG sets Port Condition #Whiskey in Port of #Virginia. https://t.co/7Mg940gx6a https://t.co/WxPvAA6HUL,413_1.jpg,HERMINE,2016,"Norfolk, Portsmouth, NewportNews",WHISKEY,9/1/2016 13:00,"All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction.","All vessels in the Port of Virginia should review and implement heavy-weather plans, verify moorings, secure equipment, and remain ready for further Coast Guard direction.","Port facilities should begin securing cranes and cargo-handling gear, clear docks of loose items, verify emergency power, and activate hurricane preparedness procedures."
9/2/2016 1:21,243,Coast Guard sets Port Condition Whiskey in Port of Virginia https://t.co/YoiRGNiyAs,/,HERMINE,2016,['VIRGINIA'],WHISKEY,9/2/2016 1:21,,,
9/2/2016 1:13,191,@USCG sets port condition #Yankee in #Charleston #Savannah #Brunswick for #hurricanehermine. More info at https://t.co/xr23R6omWY,/,HERMINE,2016,"['CHARLESTON', 'SAVANNAH', 'BRUNSWICK']",YANKEE,9/2/2016 1:13,,,
8/31/2016 23:12,414,#USCG sets Port Condition X-Ray in NC waters. https://t.co/9ARH2hcNlL https://t.co/zOXHR3gt8p,414_1.jpg,HERMINE,2016,"Wilmington, MoreheadCity",X-RAY,8/31/2016 11:00,,,
8/31/2016 23:03,244,Coast Guard sets Port Condition X-Ray in NC waters https://t.co/kDQ70IjId6,/,HERMINE,2016,[],X-RAY,8/31/2016 23:03,,,
8/29/2016 19:42,245,"TAMPA, Fla. – The Coast Guard set port condition whiskey for the ports of Tampa, St. Petersburg and … https://t.co/ENnwpYc6lZ",/,HERMINE,2016,"['TAMPA', 'ST.', 'PETERSBURG']",WHISKEY,8/29/2016 19:42,,,
8/26/2016 16:18,192,"@USCG Key West COTP sets port condition x-ray. Sustained winds of 25 mpg, gusts to 40 mph expected. For more read https://t.co/5Pg8NStJpO",/,HERMINE,2016,['KEY'],X-RAY,8/26/2016 16:18,,,
8/25/2016 20:35,246,"MIAMI – The Coast Guard set port condition whiskey for Port Miami, Miami River, Port Everglades, Por… https://t.co/fzFdo5FOUZ",/,HERMINE,2016,"['MIAMI', 'RIVER', 'EVERGLADES']",WHISKEY,8/25/2016 20:35,,,
7/22/2016 4:19,374,Port Condition X-RAY for Hawai'i &amp; Maui &amp; WHISKEY for Oahu set by #USCG COTP. More: https://t.co/r7n3fbsC5C #Darby https://t.co/GxEaOS5Eyc,374_1.jpg,DARBY,2016,"Hilo, Kawaihae, Kahului, Lahaina",X-RAY,7/21/2016 16:00,"All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.","All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.","Port and facility operators should begin heavy-weather preparations, secure or stow hazardous cargo, inspect and ready emergency equipment, and prepare for the possible suspension of cargo and bunkering operations as conditions escalate."
10/1/2015 20:05,415,#USCG Sector #HRVA set Port Condition Whiskey for #HurricaneJoaquin. Details here: https://t.co/wAJNaQKFfc https://t.co/4J6QGg6aD8,415_1.png,JOAQUIN,2015,"Norfolk, Portsmouth, NewportNews, Hampton, Chesapeake",WHISKEY,10/1/2015 8:00,"Port remains open to all traffic; mariners are advised to exercise caution, monitor weather updates, and begin heavy-weather preparations.","Port remains open to all traffic; mariners are advised to exercise caution, monitor weather updates, and begin heavy-weather preparations.","Port and facility operators should implement heavy-weather procedures, secure cargo-handling gear and waterfront equipment, and initiate storm preparedness measures."
10/1/2015 19:14,248,Coast Guard Sector North Carolina sets Port Condition Whiskey in preparation for Hurricane Joaquin https://t.co/2pEihR0GmB,/,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,10/1/2015 19:14,,,
10/1/2015 19:13,249,Coast Guard Sector Hampton Roads sets Port Condition Whiskey in preparation for Hurricane Joaquin https://t.co/tHFXqZq9UA,/,JOAQUIN,2015,"['HAMPTON', 'ROADS']",WHISKEY,10/1/2015 19:13,,,
10/1/2015 14:39,416,#USCG Sector #NorthCarolina set port condition Whiskey for #HurricaneJoaquin. Details here: http://t.co/UWjLUUV4Z7 http://t.co/KxGOo4K3Uj,416_1.png,JOAQUIN,2015,"Wilmington, MoreheadCity, Beaufort",WHISKEY,10/1/2015 2:00,"All vessels must review and implement their heavy-weather mooring or sortie plans, ensure extra mooring lines and chafing gear are ready, and maintain close communication with the Coast Guard.","All vessels must review and implement their heavy-weather mooring or sortie plans, ensure extra mooring lines and chafing gear are ready, and maintain close communication with the Coast Guard.","Ports and waterfront facilities remain open but must begin securing cargo-handling equipment, remove potential debris and hazardous materials, verify emergency power systems, and review heavy-weather response plans."
10/1/2015 14:17,250,Coast Guard Sector North Carolina sets Port Condition Whiskey in preparation for Hurricane Joaquin http://t.co/2pEihR0GmB,/,JOAQUIN,2015,"['NORTH', 'CAROLINA']",WHISKEY,10/1/2015 14:17,,,
8/30/2015 15:27,251,"Coast Guard lifts port condition WHISKEY in Canaveral, Fernandina and Jacksonville ports http://t.co/EAJih4Ue6B",/,ERIKA,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,8/30/2015 15:27,,,
8/29/2015 0:17,193,"@USCGSoutheast: Capt. of the port sets Port Condition Whiskey for Canaveral, Jacksonville and Fernandina ports. Visit http://t.co/kBZlWSnXpv",/,ERIKA,2015,"['Canaveral', 'Jacksonville', 'Fernandina']",WHISKEY,8/29/2015 0:17,,,
8/29/2015 0:04,252,"Coast Guard sets port condition WHISKEY in Canaveral, Fernandina and Jacksonville ports http://t.co/VrmNs4CBeR",/,ERIKA,2015,"['CANAVERAL', 'FERNANDINA', 'JACKSONVILLE']",WHISKEY,8/29/2015 0:04,,,
8/28/2015 23:37,194,"@USCGSoutheast Capt. of the Port sets Port Condition X-Ray for KW, Fla., ports in preparation of #Erika. http://t.co/R97lx6Bk7h",/,ERIKA,2015,['KW'],X-RAY,8/28/2015 23:37,,,
8/28/2015 20:09,253,"MIAMI — Effective 1:30 p.m. (day), Capt. Austin Gould, Coast Guard Captain of the Port, set Port Condition X-RAY… http://t.co/7pRpeXJfjR",/,ERIKA,2015,[],X-RAY,8/28/2015 20:09,,,
8/28/2015 0:41,195,@USCGSoutheast Captain of the Port sets port condition WHISKEY due to #TropicalStormErika http://t.co/R3Q7LbqIui,195_1.png; 195_2.png; 195_3.png,ERIKA,2015,"Miami, MiamiRiver, Everglades, PalmBeach, FortPierce",WHISKEY,8/28/2015 0:00,"All vessels must remove or secure hazardous materials and loose gear, take all practicable measures to maximize stability, maintain a navigation watch and monitor VHF-16, arrange sufficient tug assistance for arrivals and departures, and ensure small craft are hauled out or moored in sheltered locations. Unmanned or “dead” vessels may not remain in the port without notification to the COTP.","All vessels must remove or secure hazardous materials and loose gear, take all practicable measures to maximize stability, maintain a navigation watch and monitor VHF-16, arrange sufficient tug assistance for arrivals and departures, and ensure small craft are hauled out or moored in sheltered locations. Unmanned or “dead” vessels may not remain in the port without notification to the COTP.","Waterfront facilities must clear docks of potential missile hazards, flying debris, hazardous materials and oil-pollution threats; implement container-stacking limits (maximum two high for hazmat containers, four high for others) or alternate securing arrangements approved by the COTP; secure docks, wharves and piers; notify the COTP of any dangerous cargo that must remain outside; conduct safety surveys and correct hazards within 48 hours; prepare for possible bridge closures, traffic restrictions, and implementation of hurricane pollution contingency and security plans."
8/27/2015 16:41,254,Coast Guard sets Port Condition ZULU for the southern ports in Puerto Rico http://t.co/vCA1aOMTQV,/,ERIKA,2015,['PUERTO'],ZULU,8/27/2015 16:41,,,
8/27/2015 14:38,255,"Coast Guard closes eastern, nothern ports of Puerto Rico under Port Condition Zulu http://t.co/615zVwoWrT",/,ERIKA,2015,['PUERTO'],ZULU,8/27/2015 14:38,,,
8/27/2015 11:21,256,"Coast Guard sets Port Condition ZULU for the ports in the U.S. Virgin Islands, eastern, northern ports of Puerto Rico http://t.co/9XSt0s6RS0",/,ERIKA,2015,"['VIRGIN', 'PUERTO']",ZULU,8/27/2015 11:21,,,
8/26/2015 20:29,257,Coast Guard sets Port Condition YANKEE for the ports in the U.S. Virgin Islands and Puerto Rico http://t.co/CU5NliKR8o,/,ERIKA,2015,"['VIRGIN', 'PUERTO']",YANKEE,8/26/2015 20:29,,,
8/25/2015 18:03,258,Captain of the Port maintains Port Condition X-RAY in the U.S. Virgin Islands and Puerto Rico http://t.co/1G0s9iusmu,/,ERIKA,2015,"['VIRGIN', 'PUERTO']",X-RAY,8/25/2015 18:03,,,
8/22/2015 23:10,259,Captain of the Port sets Port Condition X-RAY in the U.S. Virgin Islands and Puerto Rico http://t.co/fdWrZ6Txhr,/,ERIKA,2015,"['VIRGIN', 'PUERTO']",X-RAY,8/22/2015 23:10,,,
8/21/2015 19:02,260,"Captain of the Port sets Port Condition WHISKEY for the ports in the U.S. Virgin Islands, Puerto Rico http://t.co/OBvhRZHeVL",/,ERIKA,2015,"['VIRGIN', 'PUERTO']",WHISKEY,8/21/2015 19:02,,,
7/22/2016 4:19,501,Port Condition X-RAY for Hawai'i &amp; Maui &amp; WHISKEY for Oahu set by #USCG COTP. More: https://t.co/r7n3fbsC5C #Darby https://t.co/GxEaOS5Eyc,374_1.jpg,DARBY,2016,"Honolulu, Kalaeloa",WHISKEY,7/21/2016 16:00,"All vessels should review and activate heavy-weather plans, secure loose gear, reinforce mooring arrangements, and maintain a continuous communications watch with the COTP.",,"Port and facility operators should begin heavy-weather preparations, secure or stow hazardous cargo, inspect and ready emergency equipment, and prepare for the possible suspension of cargo and bunkering operations as conditions escalate."
7/7/2024 16:50,502,"As of this morning, the @USCG  has set the port condition of Corpus Christi to Zulu and the Houston-Galveston area to Yankee. #HurricaneBeryl #Beryl https://t.co/zpPlHozcae",377_1.jpg; 377_2.jpg,BERYL,2024,Christi,ZULU,7/7/2024 4:00,"Mariners are reminded there are no safe havens; under Condition Zulu no vessels may enter or transit the port and all vessel movements are prohibited; under Condition Yankee all vessels, barges and pleasure craft should plan to depart the port early to avoid bridge closures.",,"Under Condition Zulu all waterfront operations are suspended except final safety preparations approved by the Captain of the Port, and facility preparations should be complete; ports are safest when the inventory of vessels is at a minimum."
